id,review
595,Good
2063,Excellent
9739,Very good
6709,Bad
9828,Very good
7648,Excellent
993,Very good
7022,Very good
191,Very good
956,Excellent
3782,Very good
2771,Good
2103,Good
4395,Excellent
1190,Very good
123,Very good
4985,Very good
4559,Excellent
8669,Excellent
4273,Bad
1297,Bad
855,Good
9879,Good
1574,Very good
5653,Excellent
5713,Very good
9146,Very good
5303,Very good
286,Excellent
627,Very good
8462,Excellent
5715,Excellent
260,Excellent
3370,Good
463,Good
525,Very good
7770,Good
8290,Very good
1361,Excellent
7212,Good
1583,Excellent
4693,Excellent
3758,Very good
5893,Excellent
9329,Excellent
422,Good
5891,Good
2905,Excellent
6765,Good
3828,Excellent
589,Excellent
2999,Good
4134,Very good
7874,Bad
1698,Very good
9674,Good
5982,Good
3399,Very good
1056,Very good
344,Very good
7776,Excellent
6703,Excellent
2440,Excellent
2446,Very good
6179,Very good
1596,Excellent
3325,Very good
7483,Excellent
2476,Bad
6370,Excellent
1864,Excellent
3607,Excellent
5041,Excellent
4502,Good
8212,Good
2822,Very bad
8865,Good
7261,Good
5946,Very good
2646,Good
7534,Very good
4298,Good
2963,Very good
4187,Very good
1906,Very good
7513,Very good
146,Excellent
8345,Excellent
9215,Very good
4426,Good
1535,Excellent
5648,Very good
5999,Good
1618,Good
9876,Good
6158,Very good
7412,Bad
6741,Excellent
124,Very good
5318,Very good
5184,Excellent
6189,Very good
9759,Very good
8860,Good
1385,Bad
7780,Excellent
8021,Excellent
2571,Very good
7804,Excellent
2675,Good
9608,Very good
6536,Excellent
9311,Excellent
483,Good
4289,Very good
6031,Excellent
7167,Very bad
8164,Very good
5608,Excellent
1932,Very good
8135,Good
3168,Bad
9173,Excellent
708,Very good
5929,Excellent
2828,Very good
242,Excellent
7286,Excellent
9485,Very good
8415,Excellent
3415,Very good
5327,Excellent
7650,Very good
3044,Excellent
5228,Very good
3214,Very good
2996,Excellent
886,Very good
9520,Excellent
6096,Excellent
9506,Excellent
5724,Excellent
4369,Good
8610,Good
5247,Good
7655,Very good
498,Good
3587,Excellent
6127,Excellent
371,Good
758,Bad
1785,Excellent
7853,Excellent
3386,Very good
3523,Very bad
3825,Good
5340,Bad
8033,Good
2398,Excellent
2795,Good
7783,Excellent
4166,Excellent
3634,Bad
383,Very good
6760,Good
5591,Very good
1738,Excellent
4081,Very good
2180,Excellent
7807,Excellent
121,Excellent
1599,Bad
3045,Excellent
8092,Very good
2678,Very bad
6083,Very good
9777,Excellent
6006,Very good
2336,Excellent
6954,Good
7117,Excellent
7958,Very good
7791,Very good
6133,Bad
9930,Good
1210,Excellent
7716,Very good
3696,Very good
2462,Excellent
4152,Very good
6332,Very good
826,Very good
2451,Bad
3737,Good
3103,Very good
7756,Excellent
5836,Excellent
3254,Very good
2190,Very good
9607,Very bad
7364,Very good
7628,Very good
1309,Very good
5701,Very good
6983,Excellent
7276,Good
2674,Bad
8318,Excellent
6159,Very bad
1330,Very good
9780,Very good
1305,Excellent
7172,Bad
8409,Good
8615,Very bad
7236,Good
4310,Very good
5877,Excellent
8892,Very good
4374,Good
8981,Very good
7745,Good
6490,Bad
4093,Very good
4198,Excellent
3232,Very good
5623,Excellent
2657,Good
6680,Very good
1674,Good
1320,Good
132,Excellent
3827,Excellent
6108,Excellent
5707,Good
2956,Very good
3303,Excellent
8714,Very good
4522,Excellent
6365,Good
4498,Very good
5637,Very bad
4918,Very bad
9806,Very good
2951,Excellent
9168,Good
6821,Bad
4025,Very good
7308,Bad
7489,Very good
5803,Excellent
3816,Very bad
2062,Very good
4330,Excellent
5288,Excellent
4898,Good
2082,Very good
4984,Excellent
9042,Excellent
7066,Bad
5926,Very good
5017,Excellent
5921,Very good
6426,Very good
7421,Excellent
9796,Very good
5058,Excellent
5899,Very good
8483,Good
655,Excellent
5818,Very bad
6032,Very good
612,Excellent
818,Excellent
336,Excellent
5294,Good
385,Very good
2718,Excellent
6419,Very bad
8507,Excellent
9478,Excellent
6719,Very good
7108,Bad
6088,Excellent
2052,Excellent
9625,Bad
4552,Excellent
7042,Good
2005,Good
1514,Excellent
3223,Excellent
5935,Bad
937,Very good
1808,Good
1465,Good
1542,Excellent
1704,Bad
2187,Bad
5113,Excellent
5218,Very bad
4842,Bad
6229,Very bad
8575,Excellent
1777,Very good
7184,Very bad
1491,Very good
9621,Very good
6803,Good
3886,Excellent
4411,Very good
7786,Bad
3761,Very good
9543,Excellent
9564,Very bad
9638,Very bad
1995,Very good
5367,Very good
7162,Very good
2803,Very good
4593,Excellent
6076,Very bad
8286,Very good
2668,Very good
5174,Excellent
5683,Excellent
954,Good
8056,Good
1840,Very good
9123,Excellent
4,Excellent
9351,Very bad
3874,Very good
4923,Good
9233,Good
9038,Excellent
3181,Excellent
5240,Excellent
3869,Excellent
8198,Very good
442,Excellent
1025,Bad
8205,Excellent
1213,Very good
6567,Very good
2642,Bad
6794,Excellent
8572,Good
3515,Good
7617,Excellent
2347,Very good
4148,Excellent
4894,Very good
1615,Very good
5599,Good
2834,Excellent
3658,Good
4400,Very good
6745,Bad
4285,Very good
3167,Excellent
3591,Excellent
6783,Excellent
3997,Excellent
6940,Excellent
1526,Excellent
3759,Bad
5848,Excellent
6977,Bad
4883,Very good
8854,Bad
2028,Good
8121,Very good
5992,Excellent
1929,Very good
231,Excellent
2109,Very good
7400,Very good
7596,Very good
9426,Excellent
8051,Good
3021,Very good
8009,Excellent
4214,Excellent
4664,Very good
1459,Very good
9255,Very good
8333,Very good
3912,Very good
3993,Good
9197,Very good
6903,Excellent
8252,Very good
2698,Good
5552,Excellent
3425,Excellent
7169,Good
4544,Excellent
7549,Excellent
9640,Good
2250,Very good
3057,Good
2121,Excellent
8093,Good
6485,Excellent
5988,Excellent
4011,Excellent
6507,Excellent
3678,Excellent
8774,Very good
3990,Very good
2529,Good
8826,Very good
9074,Very good
7843,Very good
6486,Excellent
4433,Bad
8782,Good
4538,Excellent
2127,Excellent
7423,Very good
7831,Very bad
6037,Bad
1971,Excellent
475,Very good
8133,Good
2478,Bad
7068,Excellent
6788,Good
7437,Very bad
8172,Excellent
8822,Very bad
6976,Good
5056,Excellent
9928,Very good
3784,Very good
2095,Very good
6300,Excellent
2614,Excellent
1865,Very good
1660,Excellent
4438,Very good
8511,Very bad
4322,Good
1167,Excellent
1070,Excellent
9297,Excellent
2025,Very good
2203,Good
3657,Excellent
8959,Excellent
4444,Good
8638,Very good
2691,Very good
3962,Excellent
226,Excellent
1231,Good
1600,Good
6107,Good
8643,Good
5823,Good
1802,Excellent
8422,Very good
2739,Excellent
9103,Excellent
3670,Very good
2096,Very good
2884,Very good
2898,Very good
7452,Good
3545,Excellent
1590,Very good
547,Excellent
3418,Excellent
7401,Very good
7865,Excellent
6961,Excellent
6134,Very good
1994,Good
8512,Excellent
8599,Excellent
8156,Very good
6347,Very good
2080,Very good
5887,Excellent
9466,Good
3109,Very good
965,Excellent
3129,Excellent
6928,Excellent
6155,Excellent
3474,Bad
6412,Very good
4682,Excellent
135,Very good
2171,Good
6964,Excellent
1970,Very good
9991,Very good
3926,Excellent
8116,Good
1623,Very good
9290,Excellent
9492,Good
1292,Excellent
6868,Very bad
793,Very good
2616,Very bad
9669,Very good
2295,Bad
3621,Very good
4904,Very good
1621,Very bad
3275,Very good
5735,Excellent
5577,Excellent
1954,Excellent
9134,Excellent
6182,Bad
947,Very good
5343,Very good
9107,Good
5537,Very good
5091,Bad
9127,Good
4349,Good
1286,Very good
918,Good
2380,Excellent
2703,Very good
8175,Excellent
6935,Excellent
7589,Very good
1547,Good
8775,Bad
8137,Excellent
754,Excellent
3382,Good
7909,Bad
9938,Excellent
5738,Very good
973,Excellent
1643,Good
3566,Very good
1731,Very good
2896,Good
3763,Very good
2622,Very good
8194,Very good
3870,Very bad
9891,Bad
6857,Very good
6445,Very good
7418,Very good
9128,Very bad
8640,Very good
3010,Excellent
6151,Excellent
8278,Very good
142,Very good
3787,Excellent
3084,Very good
8564,Very good
9771,Good
5923,Excellent
5932,Excellent
187,Very good
2355,Excellent
2404,Excellent
8243,Very good
1164,Excellent
9312,Bad
4244,Excellent
3396,Excellent
824,Good
8158,Good
8,Excellent
7120,Good
3179,Very good
6898,Excellent
545,Very good
774,Very good
6900,Very good
9918,Excellent
7651,Good
8276,Good
511,Excellent
3423,Excellent
9540,Excellent
1832,Excellent
7820,Good
4497,Very good
9534,Very good
7723,Very good
2329,Excellent
3776,Excellent
8087,Very good
3253,Good
3505,Excellent
7494,Very good
7610,Excellent
1963,Bad
9325,Very good
7794,Good
783,Good
2753,Excellent
9443,Good
808,Very good
6015,Good
3233,Excellent
4422,Excellent
9940,Very good
1430,Good
8913,Good
1203,Good
7255,Very good
7703,Excellent
2418,Very good
2168,Excellent
557,Very good
2647,Excellent
7546,Very good
7090,Excellent
3943,Excellent
2294,Excellent
7916,Bad
8254,Very good
4009,Excellent
5476,Excellent
2249,Excellent
7750,Good
4973,Excellent
8108,Excellent
8408,Very good
6652,Excellent
9667,Excellent
1743,Good
9320,Very good
6094,Very good
7725,Excellent
4204,Very good
9418,Good
963,Excellent
2745,Very good
4050,Very good
2993,Excellent
431,Excellent
2866,Excellent
1180,Good
1756,Good
6039,Excellent
7303,Excellent
3456,Very bad
4677,Excellent
443,Very good
3205,Very good
3100,Excellent
149,Excellent
9219,Very good
2470,Excellent
5153,Good
2340,Good
3756,Very bad
208,Good
5252,Excellent
1678,Excellent
9924,Very bad
6580,Excellent
3674,Good
9282,Excellent
6842,Excellent
6820,Very bad
2560,Very good
2618,Excellent
8620,Very bad
9065,Excellent
2081,Very bad
6049,Very good
9133,Good
8859,Very good
3149,Very bad
6406,Bad
3291,Very good
9888,Very good
8165,Good
3185,Very bad
8455,Good
2484,Very good
5907,Excellent
7384,Good
8153,Excellent
1728,Excellent
3276,Excellent
5433,Very good
2433,Good
2952,Very bad
4539,Very good
4838,Excellent
205,Very good
6526,Excellent
6294,Very good
3139,Excellent
6988,Very good
6659,Very good
2705,Good
5329,Good
3014,Very good
8505,Very good
3945,Good
1392,Very good
9668,Excellent
9749,Very good
6713,Very bad
1609,Good
4731,Very good
1918,Good
2817,Good
6460,Excellent
5704,Excellent
7798,Very good
8628,Very good
8429,Very bad
6559,Good
3136,Excellent
7225,Excellent
182,Very good
8707,Excellent
492,Good
575,Good
4119,Bad
9892,Excellent
5316,Excellent
2178,Good
462,Excellent
2501,Excellent
2126,Very good
9675,Bad
8271,Bad
9904,Very good
340,Excellent
1800,Very good
6811,Good
3539,Very bad
1710,Very good
3575,Good
4607,Good
8927,Excellent
1693,Very good
8407,Very good
9569,Very good
8704,Good
4191,Very good
5001,Very good
3616,Excellent
5732,Good
2861,Good
151,Very good
5220,Excellent
5350,Very good
3688,Very good
6989,Good
8232,Bad
3257,Excellent
2713,Excellent
6034,Very good
2216,Excellent
2459,Good
2650,Excellent
1549,Very good
9414,Excellent
7445,Good
1383,Good
3506,Very good
2029,Excellent
2855,Excellent
2918,Very good
732,Good
5870,Very good
1951,Very good
4627,Good
5007,Excellent
1502,Excellent
6205,Excellent
2863,Excellent
3977,Excellent
7773,Excellent
5425,Very good
9453,Good
4278,Excellent
2629,Very good
5641,Very good
7846,Excellent
3210,Very bad
7182,Very good
7960,Excellent
6742,Good
4376,Bad
3747,Very good
4737,Excellent
4069,Very good
1124,Excellent
9817,Bad
5443,Very bad
7813,Excellent
125,Good
5866,Excellent
8862,Good
52,Very good
5763,Very good
8519,Very bad
8752,Very good
69,Excellent
455,Good
5739,Very good
844,Very bad
5313,Bad
6025,Good
1277,Very good
9528,Excellent
5604,Very good
535,Very good
2933,Excellent
8792,Very bad
1322,Good
2530,Very bad
1133,Very good
7163,Good
9163,Excellent
8338,Very good
1068,Good
7298,Excellent
2941,Very good
4597,Very good
3535,Very good
5364,Excellent
8793,Good
1556,Very good
9855,Excellent
4064,Good
5206,Very good
2376,Good
9487,Bad
8350,Excellent
3975,Very bad
6708,Very bad
3248,Bad
2150,Very good
7582,Bad
7784,Good
3806,Very good
5594,Excellent
1940,Bad
3994,Very good
9923,Excellent
4492,Good
8920,Good
9952,Good
531,Good
927,Excellent
8616,Excellent
9076,Very good
2807,Good
6650,Very good
566,Good
4255,Excellent
5666,Excellent
2431,Excellent
235,Good
6447,Excellent
719,Very good
3466,Very good
6325,Excellent
7834,Excellent
3666,Very good
2842,Very good
8684,Excellent
5188,Good
5858,Excellent
6073,Excellent
7315,Excellent
3034,Very good
6472,Bad
8593,Very good
4343,Excellent
6818,Excellent
6492,Good
3882,Very good
628,Excellent
2223,Excellent
6922,Very good
6241,Very good
9530,Excellent
7994,Very bad
7250,Bad
6250,Good
9547,Excellent
5902,Very good
2768,Very good
1127,Good
9139,Very bad
6796,Excellent
903,Excellent
3343,Very good
989,Excellent
1172,Very good
6355,Very bad
4175,Very good
3208,Very good
4005,Very good
238,Excellent
3820,Very good
4354,Excellent
7379,Very good
1853,Very good
4407,Good
1591,Excellent
6371,Good
9783,Very good
9415,Bad
5193,Good
4983,Excellent
5493,Excellent
2353,Very good
9432,Excellent
400,Very good
6353,Excellent
277,Very good
6380,Good
1132,Very good
6002,Excellent
3796,Excellent
9237,Excellent
9753,Excellent
9212,Very good
7510,Excellent
6041,Very bad
4162,Good
8474,Excellent
8168,Very good
6429,Excellent
1261,Excellent
2576,Good
2191,Bad
1720,Excellent
3134,Excellent
4818,Excellent
3241,Excellent
8363,Very good
6608,Very good
2511,Excellent
1942,Very good
5667,Bad
367,Excellent
7986,Excellent
2575,Very bad
1242,Excellent
3508,Very good
4988,Excellent
4960,Very good
1543,Excellent
1074,Very good
9906,Excellent
195,Very good
3006,Good
3865,Excellent
2110,Very good
8275,Very good
6350,Bad
2181,Excellent
5572,Very good
3124,Very good
3407,Very bad
4365,Very good
6202,Very good
2830,Very good
92,Very good
1774,Very good
3864,Bad
3898,Excellent
9095,Bad
8645,Excellent
2370,Good
468,Bad
5660,Excellent
5149,Excellent
5547,Bad
6609,Excellent
9256,Excellent
2059,Good
7235,Very good
3197,Good
7989,Good
9986,Good
5197,Bad
5584,Excellent
1773,Excellent
4268,Excellent
9967,Good
6992,Good
5973,Excellent
5829,Good
7918,Good
3659,Very good
7521,Good
4599,Excellent
7680,Very good
4314,Very good
6661,Very good
9786,Excellent
2406,Very good
6139,Very good
904,Good
41,Very good
502,Excellent
6403,Excellent
3664,Very good
2858,Excellent
6865,Very bad
2929,Good
4414,Excellent
407,Bad
6995,Excellent
4665,Excellent
4264,Excellent
4742,Very bad
5156,Excellent
9736,Very good
9271,Very good
9347,Excellent
9031,Bad
2637,Good
5397,Excellent
8903,Very good
8304,Excellent
2767,Very bad
1238,Excellent
670,Very good
3427,Good
9856,Very good
7147,Very good
1648,Very good
8370,Excellent
7555,Good
8013,Very good
8812,Excellent
3833,Good
9554,Excellent
7061,Excellent
3498,Excellent
4177,Very good
6663,Excellent
5497,Very good
6023,Bad
1255,Very good
4655,Very good
1429,Very good
4186,Very good
3402,Very good
4018,Very good
9227,Very good
7645,Very bad
8475,Good
931,Excellent
4739,Good
2839,Excellent
6561,Excellent
6051,Bad
916,Excellent
4600,Good
2338,Good
5095,Excellent
9400,Very bad
9469,Very good
1157,Excellent
8265,Excellent
2157,Excellent
7268,Good
4364,Excellent
5226,Excellent
4608,Very good
6635,Excellent
9750,Excellent
5585,Good
9015,Excellent
6042,Good
7778,Excellent
6942,Excellent
1405,Bad
4827,Excellent
6597,Very good
8525,Excellent
8703,Very bad
9007,Very good
9995,Good
4311,Bad
3211,Excellent
3112,Excellent
5326,Very good
9901,Excellent
3436,Good
2108,Very good
5251,Good
3390,Excellent
3001,Good
4884,Excellent
7525,Excellent
1541,Excellent
5924,Good
8459,Very good
6397,Excellent
5908,Excellent
3443,Very good
8693,Excellent
1187,Good
3830,Excellent
2978,Very bad
587,Good
5222,Good
3686,Very bad
9535,Good
1075,Excellent
4127,Very bad
2280,Excellent
7084,Excellent
466,Excellent
9456,Excellent
9060,Good
8805,Very good
2326,Good
9284,Excellent
2266,Excellent
4404,Very good
4839,Very bad
1128,Very good
1554,Very good
1719,Very good
2315,Excellent
8878,Excellent
4529,Very good
1469,Good
5182,Very good
478,Excellent
744,Very good
2443,Excellent
8273,Excellent
3713,Good
6043,Very good
2621,Bad
9841,Excellent
6442,Good
935,Excellent
4514,Good
8412,Excellent
3329,Excellent
7499,Very good
5534,Bad
8569,Bad
4991,Good
3174,Good
2815,Very good
702,Excellent
9732,Very good
1321,Excellent
7634,Excellent
3930,Excellent
2492,Excellent
7611,Excellent
2397,Excellent
3609,Good
7040,Excellent
6711,Good
439,Bad
4356,Bad
2482,Excellent
7317,Excellent
9053,Excellent
6456,Very good
1442,Bad
3036,Excellent
5833,Bad
2310,Excellent
5849,Excellent
5342,Excellent
9532,Very good
7271,Excellent
7297,Excellent
3346,Good
4700,Good
8069,Good
1562,Very good
945,Very good
1342,Excellent
440,Very good
852,Good
8683,Excellent
3650,Good
7450,Very bad
1184,Bad
2166,Very good
2953,Very good
9326,Very good
3011,Very good
3599,Very good
7696,Very good
5308,Good
862,Very good
538,Excellent
2756,Very good
4239,Very good
6577,Very good
8797,Bad
9421,Very bad
2806,Very good
5884,Bad
5344,Very good
4882,Very good
3392,Very bad
9165,Excellent
7430,Good
539,Excellent
5708,Very good
3342,Very good
8337,Good
8219,Good
6172,Very good
6102,Excellent
1632,Excellent
9054,Very good
6839,Very bad
717,Excellent
6141,Excellent
9914,Excellent
3807,Excellent
1525,Excellent
1402,Very good
2221,Very good
8976,Very good
6218,Excellent
6033,Good
5558,Very bad
4810,Excellent
9239,Very bad
3426,Very bad
9428,Good
6723,Excellent
5012,Very good
2552,Very good
3723,Very bad
896,Very good
6497,Excellent
4367,Excellent
4032,Excellent
8081,Very bad
5615,Excellent
8836,Very good
1617,Very good
1267,Excellent
5011,Very bad
8736,Very good
9802,Good
8780,Good
4540,Excellent
5268,Excellent
5404,Excellent
4447,Good
2931,Excellent
8983,Very good
6192,Very good
255,Very good
3472,Very good
6575,Very good
747,Excellent
7205,Very good
3446,Very good
2813,Very good
1263,Very good
6261,Very bad
6712,Very bad
1229,Very good
380,Excellent
1639,Very good
9929,Good
170,Very bad
1646,Very good
1480,Very good
7116,Excellent
7678,Excellent
81,Excellent
330,Good
7381,Very bad
1587,Excellent
6974,Very good
8257,Excellent
583,Very good
2279,Excellent
4547,Good
2553,Good
8146,Excellent
7631,Good
6118,Very good
8410,Very good
8534,Excellent
1647,Very good
7131,Excellent
8819,Excellent
3544,Very good
7761,Excellent
9894,Excellent
3410,Very good
9717,Good
9965,Very good
9061,Very good
7322,Excellent
677,Excellent
358,Very good
6173,Excellent
5602,Good
5828,Good
7454,Good
6243,Excellent
6938,Very bad
2899,Excellent
584,Very good
8499,Very good
6071,Excellent
7246,Excellent
2099,Excellent
2086,Very good
2314,Very good
9044,Excellent
740,Excellent
9006,Bad
9200,Excellent
3954,Very good
7085,Very bad
9322,Very good
36,Very good
1851,Excellent
5570,Excellent
2055,Excellent
1652,Excellent
6327,Good
9164,Excellent
1701,Excellent
8155,Excellent
2857,Excellent
2371,Very bad
2128,Good
8671,Excellent
5679,Very good
2464,Very good
8612,Very good
7289,Good
5391,Good
4541,Very bad
2731,Very bad
276,Excellent
8397,Bad
173,Very good
4261,Very good
6780,Excellent
6303,Excellent
1293,Good
97,Excellent
5315,Excellent
6733,Very good
5276,Very good
6330,Bad
429,Very bad
8139,Excellent
9355,Good
7931,Excellent
2134,Good
1063,Bad
2525,Excellent
8665,Excellent
9028,Very good
972,Very good
4770,Very good
7882,Very good
1686,Good
9396,Very bad
1689,Very good
805,Very bad
9864,Excellent
2723,Excellent
1412,Very good
1387,Very good
8841,Very good
4979,Bad
7859,Excellent
6111,Excellent
4696,Excellent
3965,Very good
2882,Excellent
4760,Excellent
5616,Excellent
2140,Very good
2300,Very good
6317,Very good
296,Excellent
6534,Good
9845,Good
4412,Bad
4192,Good
7376,Very good
4246,Good
2528,Very good
2490,Good
2862,Very good
1324,Very good
328,Bad
3358,Good
9386,Excellent
9155,Very good
7441,Good
576,Excellent
9399,Good
4625,Good
7102,Excellent
5927,Excellent
8457,Good
7571,Excellent
2800,Excellent
261,Excellent
2943,Very good
2222,Excellent
2781,Very good
1461,Good
2907,Very good
9467,Good
6481,Excellent
8954,Excellent
5871,Good
6889,Very good
761,Excellent
215,Excellent
506,Very good
3445,Excellent
5190,Excellent
4841,Excellent
9050,Excellent
5729,Excellent
7159,Excellent
7245,Excellent
5472,Excellent
5775,Very good
9384,Very good
8602,Very good
637,Good
6931,Very good
1169,Excellent
6749,Very good
2945,Excellent
5205,Very good
1296,Very good
1140,Excellent
9993,Good
6666,Good
9557,Good
7178,Very good
5802,Good
3829,Bad
519,Good
8588,Very good
3356,Excellent
7809,Very good
5271,Very good
1067,Good
4355,Good
2018,Very good
1258,Very good
2689,Good
7515,Very good
5436,Good
9511,Very good
2656,Very good
3894,Excellent
82,Excellent
3042,Excellent
6444,Excellent
239,Very bad
6125,Excellent
751,Excellent
5873,Very good
8739,Very good
925,Good
7240,Excellent
7428,Good
9055,Excellent
4980,Excellent
4083,Very good
3049,Very good
7999,Excellent
7708,Excellent
8746,Excellent
8682,Excellent
6773,Bad
2073,Very good
8039,Good
3793,Excellent
7827,Excellent
5046,Excellent
3441,Good
9083,Excellent
3606,Good
2694,Excellent
2317,Good
8772,Excellent
5170,Very bad
4963,Excellent
4319,Very good
9033,Excellent
2172,Excellent
7028,Very good
3840,Good
7203,Good
1117,Excellent
174,Very good
4378,Good
9100,Very good
4288,Very good
6851,Good
7362,Excellent
4256,Very good
4956,Very bad
8722,Excellent
2357,Bad
2729,Excellent
5764,Very good
7512,Very good
9306,Very good
2292,Very good
5835,Good
4844,Good
6436,Good
6800,Very good
6622,Very good
5914,Excellent
6525,Good
5351,Excellent
9129,Very good
7666,Very bad
3376,Very good
9216,Excellent
4951,Good
8239,Very bad
1155,Very good
5714,Very bad
6405,Very good
7234,Good
5520,Very good
3151,Good
1566,Good
8178,Excellent
3685,Good
7041,Good
7075,Very good
1019,Very good
2605,Excellent
9241,Excellent
6085,Good
8378,Excellent
5414,Good
1726,Good
7567,Very good
8334,Very bad
6763,Very good
2925,Very good
2154,Bad
324,Very good
6289,Good
4836,Very bad
1544,Bad
6061,Excellent
3725,Excellent
5473,Excellent
244,Excellent
2143,Excellent
3958,Very good
1846,Excellent
2919,Bad
6795,Excellent
9600,Excellent
5618,Very good
2036,Bad
9207,Excellent
1665,Very good
2796,Very good
220,Excellent
6805,Excellent
2835,Excellent
5960,Very bad
5892,Very good
1907,Very good
8349,Very good
8533,Very good
3612,Very good
2066,Excellent
8784,Excellent
7850,Bad
3873,Very good
1666,Very bad
9678,Excellent
1003,Very good
4276,Very good
6960,Good
4085,Bad
9761,Bad
7858,Good
4959,Excellent
7695,Very good
237,Very bad
2020,Very good
